probeid	name_show	type	pubchemid	cmpdsynonym	mw	mf	polararea	complexity	xlogp	heavycnt	hbonddonor	hbondacc	rotbonds	inchi	isosmiles	canonicalsmiles	inchikey	iupacname
LDPC0529	C300	PAL-AfBPP Probe	146149829	Z3433405940	321.8	C15H20ClN5O	71.6	480	2.2	22	1	4	8	InChI=1S/C15H20ClN5O/c1-4-6-7-15(19-20-15)8-9-17-13(22)10-12-14(16)11(5-2)18-21(12)3/h1H,5-10H2,2-3H3,(H,17,22)	CCC1=NN(C(=C1Cl)CC(=O)NCCC2(N=N2)CCC#C)C	CCC1=NN(C(=C1Cl)CC(=O)NCCC2(N=N2)CCC#C)C	OXBRGAZDPQBVCD-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-(4-chloro-5-ethyl-2-methylpyrazol-3-yl)acetamide
LDPC0530	C301	PAL-AfBPP Probe	146152921	.	313.283	C13H14F3N5O	82.5	313.1150447	2.485	22	2	4	7	InChI=1S/C13H14F3N5O/c1-2-3-6-12(20-21-12)7-4-10(22)18-11(13(14,15)16)9-5-8-17-19-9/h1,5,8,11H,3-4,6-7H2,(H,17,19)(H,18,22)/t11-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(c2c([H])c([H])nn2[H])C(F)(F)F)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c([H])nn2[H])C(F)(F)F)N=N1	NEJYKZBWYPWPFP-NSHDSACASA-N	.
LDPC0531	C302	PAL-AfBPP Probe	.	.	407.522	C22H29N7O	77.29	407.2433585	1.7148	30	0	7	7	InChI=1S/C22H29N7O/c1-3-4-7-22(25-26-22)8-5-21(30)28-9-6-19-16(13-28)10-20(24-23-19)29-14-17-11-27(2)12-18(17)15-29/h1,10,17-18H,4-9,11-15H2,2H3/t17-,18+	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])c3c(nnc(N4C([H])([H])[C@@]5([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]5([H])C4([H])[H])c3[H])C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])c3c(nnc(N4C([H])([H])C5([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])C4([H])[H])c3[H])C([H])([H])C2([H])[H])N=N1	QEMKMQAEFVNXLE-HDICACEKSA-N	.
LDPC0532	C303	PAL-AfBPP Probe	146152972	Z4282860317	369.5	C20H27N5O2	79.1	659	1.7	27	1	4	7	InChI=1S/C20H27N5O2/c1-5-6-10-20(22-23-20)11-9-18(26)24-12-13-25-16(15(24)4)7-8-17(25)19(27)21-14(2)3/h1,7-8,14-15H,6,9-13H2,2-4H3,(H,21,27)	CC1C2=CC=C(N2CCN1C(=O)CCC3(N=N3)CCC#C)C(=O)NC(C)C	CC1C2=CC=C(N2CCN1C(=O)CCC3(N=N3)CCC#C)C(=O)NC(C)C	JZKWAWSVXKSMBW-UHFFFAOYSA-N	2-[3-(3-but-3-ynyldiazirin-3-yl)propanoyl]-1-methyl-N-propan-2-yl-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-6-carboxamide
LDPC0533	C304	PAL-AfBPP Probe	146152895	Z4282859693	371.4	C22H21N5O	71.1	639	4.1	28	1	4	7	InChI=1S/C22H21N5O/c1-3-4-12-22(25-26-22)13-11-20(28)23-18-9-7-17(8-10-18)19-15-27-14-5-6-16(2)21(27)24-19/h1,5-10,14-15H,4,11-13H2,2H3,(H,23,28)	CC1=CC=CN2C1=NC(=C2)C3=CC=C(C=C3)NC(=O)CCC4(N=N4)CCC#C	CC1=CC=CN2C1=NC(=C2)C3=CC=C(C=C3)NC(=O)CCC4(N=N4)CCC#C	UCNAKOQBHDQNAN-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[4-(8-methylimidazo[1,2-a]pyridin-2-yl)phenyl]propanamide
LDPC0534	C305	PAL-AfBPP Probe	146149808	Z3433404609	343.8	C17H18ClN5O	71.1	550	4	24	1	4	7	InChI=1S/C17H18ClN5O/c1-3-5-8-17(21-22-17)9-10-19-16(24)15-13(4-2)20-14-7-6-12(18)11-23(14)15/h1,6-7,11H,4-5,8-10H2,2H3,(H,19,24)	CCC1=C(N2C=C(C=CC2=N1)Cl)C(=O)NCCC3(N=N3)CCC#C	CCC1=C(N2C=C(C=CC2=N1)Cl)C(=O)NCCC3(N=N3)CCC#C	KVAPSEVFBBRDMB-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-6-chloro-2-ethylimidazo[1,2-a]pyridine-3-carboxamide
LDPC0535	C307	PAL-AfBPP Probe	167856506	Z3426216171	331.33	C15H20F3N3O2	54.3	504	2.7	23	0	7	7	InChI=1S/C15H20F3N3O2/c1-2-3-7-14(19-20-14)8-6-13(22)21-9-4-5-12(10-21)11-23-15(16,17)18/h1,12H,3-11H2	C#CCCC1(N=N1)CCC(=O)N2CCCC(C2)COC(F)(F)F	C#CCCC1(N=N1)CCC(=O)N2CCCC(C2)COC(F)(F)F	STBZBOJNWKBGIO-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[3-(trifluoromethoxymethyl)piperidin-1-yl]propan-1-one
LDPC0536	C309	PAL-AfBPP Probe	146149773	Z4286347439	347.4	C17H25N5O3	86.6	605	0.1	25	1	5	8	InChI=1S/C17H25N5O3/c1-3-4-7-17(19-20-17)8-5-15(23)21-9-6-14-13(12-21)18-16(24)22(14)10-11-25-2/h1,13-14H,4-12H2,2H3,(H,18,24)/t13-,14+/m0/s1	COCCN1[C@@H]2CCN(C[C@@H]2NC1=O)C(=O)CCC3(N=N3)CCC#C	COCCN1C2CCN(CC2NC1=O)C(=O)CCC3(N=N3)CCC#C	HMQUEDXEHVGKGO-UONOGXRCSA-N	(3aS,7aR)-5-[3-(3-but-3-ynyldiazirin-3-yl)propanoyl]-1-(2-methoxyethyl)-3,3a,4,6,7,7a-hexahydroimidazo[4,5-c]pyridin-2-one
LDPC0537	C310	PAL-AfBPP Probe	146152930	.	421.467	C21H26F3N5O	60.3	421.2089451	3.4291	30	1	5	9	InChI=1S/C21H26F3N5O/c1-3-4-8-20(26-27-20)9-7-19(30)25-15-16-14-17(21(22,23)24)5-6-18(16)29-12-10-28(2)11-13-29/h1,5-6,14H,4,7-13,15H2,2H3,(H,25,30)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c(C(F)(F)F)c([H])c([H])c2N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c(C(F)(F)F)c([H])c([H])c2N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])N=N1	UAKVZCBTXDRHBP-UHFFFAOYSA-N	.
LDPC0538	C311	PAL-AfBPP Probe	.	.	363.439	C17H21N3O4S	92.31	363.1252772	2.24182	25	0	6	7	InChI=1S/C17H21N3O4S/c1-3-4-8-17(18-19-17)9-7-16(21)20-10-11-25(22,23)12-14(20)15-6-5-13(2)24-15/h1,5-6,14H,4,7-12H2,2H3/t14-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[C@]2([H])c2oc(C([H])([H])[H])c([H])c2[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])C2([H])c2oc(C([H])([H])[H])c([H])c2[H])N=N1	DHPYXPVNMPDEIZ-CQSZACIVSA-N	.
LDPC0539	C312	PAL-AfBPP Probe	146149745	Z3410163881	352.5	C16H24N4O3S	99.6	668	1.1	24	1	6	7	InChI=1S/C16H24N4O3S/c1-3-4-8-16(18-19-16)9-7-15(21)17-12-10-13-5-6-14(11-12)20(13)24(2,22)23/h1,12-14H,4-11H2,2H3,(H,17,21)	CS(=O)(=O)N1C2CCC1CC(C2)NC(=O)CCC3(N=N3)CCC#C	CS(=O)(=O)N1C2CCC1CC(C2)NC(=O)CCC3(N=N3)CCC#C	UKQYEOUOPPRLSB-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-(8-methylsulfonyl-8-azabicyclo[3.2.1]octan-3-yl)propanamide
LDPC0540	C313	PAL-AfBPP Probe	146153058	.	338.371	C17H18N6O2	104.62	338.1491238	2.1757	25	2	6	9	InChI=1S/C17H18N6O2/c1-3-4-9-17(22-23-17)10-11-18-16(24)15-19-14(20-21-15)12-7-5-6-8-13(12)25-2/h1,5-8H,4,9-11H2,2H3,(H,18,24)(H,19,20,21)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2nnc(-c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])n2[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2nnc(-c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])n2[H])N=N1	SZFCEIMNOKDNTG-UHFFFAOYSA-N	.
LDPC0541	C314	PAL-AfBPP Probe	146153056	.	356.817	C17H17ClN6O	84.01	356.1152368	2.9555	25	1	6	7	InChI=1S/C17H17ClN6O/c1-2-3-6-17(22-23-17)7-8-19-16(25)14-9-13(11-4-5-11)21-15-12(18)10-20-24(14)15/h1,9-11H,3-8H2,(H,19,25)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c(C3([H])C([H])([H])C3([H])[H])nc3c(Cl)c([H])nn23)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c(C3([H])C([H])([H])C3([H])[H])nc3c(Cl)c([H])nn23)N=N1	XQNRHZMDKOTYEK-UHFFFAOYSA-N	.
LDPC0542	C316	PAL-AfBPP Probe	167964083	Z4282860044	372.4	C18H24N6O3	105	626	0.5	27	1	8	8	InChI=1S/C18H24N6O3/c1-2-3-7-18(22-23-18)8-6-15(25)19-10-16-20-17(21-27-16)14-11-24-9-4-5-13(24)12-26-14/h1,13-14H,3-12H2,(H,19,25)/t13-,14+/m0/s1	C#CCCC1(N=N1)CCC(=O)NCC2=NC(=NO2)[C@H]3CN4CCC[C@H]4CO3	C#CCCC1(N=N1)CCC(=O)NCC2=NC(=NO2)C3CN4CCCC4CO3	IXUMFXPBXWRQPF-UONOGXRCSA-N	N-[[3-[(3R,8aS)-3,4,6,7,8,8a-hexahydro-1H-pyrrolo[2,1-c][1,4]oxazin-3-yl]-1,2,4-oxadiazol-5-yl]methyl]-3-(3-but-3-ynyldiazirin-3-yl)propanamide
LDPC0543	C317	PAL-AfBPP Probe	146152593	Z4225935356	340.4	C13H16N4O3S2	137	597	1.4	22	2	7	8	InChI=1S/C13H16N4O3S2/c1-3-4-5-13(16-17-13)6-7-15-12(18)11-8-10(9-21-11)22(19,20)14-2/h1,8-9,14H,4-7H2,2H3,(H,15,18)	CNS(=O)(=O)C1=CSC(=C1)C(=O)NCCC2(N=N2)CCC#C	CNS(=O)(=O)C1=CSC(=C1)C(=O)NCCC2(N=N2)CCC#C	VZHFSPLSINUJHI-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-4-(methylsulfamoyl)thiophene-2-carboxamide
LDPC0544	C318	PAL-AfBPP Probe	166416723	Z4225954253	329.4	C16H23N7O	98.6	526	1.4	24	2	6	7	InChI=1S/C16H23N7O/c1-3-4-7-16(21-22-16)8-9-17-15(24)14-18-13(19-20-14)12-5-10-23(2)11-6-12/h1,12H,4-11H2,2H3,(H,17,24)(H,18,19,20)	CN1CCC(CC1)C2=NC(=NN2)C(=O)NCCC3(N=N3)CCC#C	CN1CCC(CC1)C2=NC(=NN2)C(=O)NCCC3(N=N3)CCC#C	KQVOHBRUMICXSV-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-5-(1-methylpiperidin-4-yl)-1H-1,2,4-triazole-3-carboxamide
LDPC0545	C319	PAL-AfBPP Probe	166409404	Z3397334531	327.4	C17H21N5O2	82.9	571	0.4	24	1	5	6	InChI=1S/C17H21N5O2/c1-2-3-6-17(20-21-17)7-4-15(23)22-9-12(10-22)16-13-11-24-8-5-14(13)18-19-16/h1,12H,3-11H2,(H,18,19)	C#CCCC1(N=N1)CCC(=O)N2CC(C2)C3=NNC4=C3COCC4	C#CCCC1(N=N1)CCC(=O)N2CC(C2)C3=NNC4=C3COCC4	SEMZKIKVEBHLRT-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[3-(1,4,6,7-tetrahydropyrano[4,3-c]pyrazol-3-yl)azetidin-1-yl]propan-1-one
LDPC0546	C320	PAL-AfBPP Probe	146149837	Z3433407529	336.4	C18H20N6O	84.5	555	2.2	25	1	5	7	InChI=1S/C18H20N6O/c1-4-5-7-18(22-23-18)8-11-19-16(25)15-12-13(2)24(14(15)3)17-20-9-6-10-21-17/h1,6,9-10,12H,5,7-8,11H2,2-3H3,(H,19,25)	CC1=CC(=C(N1C2=NC=CC=N2)C)C(=O)NCCC3(N=N3)CCC#C	CC1=CC(=C(N1C2=NC=CC=N2)C)C(=O)NCCC3(N=N3)CCC#C	IONDCEDKRZCFIZ-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2,5-dimethyl-1-pyrimidin-2-ylpyrrole-3-carboxamide
LDPC0547	C321	PAL-AfBPP Probe	146149750	.	358.32	C15H17F3N4O3	100.08	358.1252751	2.20482	25	2	6	10	InChI=1S/C15H17F3N4O3/c1-3-4-6-13(21-22-13)7-5-11(23)20-9-14(24,15(16,17)18)12-19-8-10(2)25-12/h1,8,24H,4-7,9H2,2H3,(H,20,23)/t14-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])[C@](O[H])(c2nc([H])c(C([H])([H])[H])o2)C(F)(F)F)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C(O[H])(c2nc([H])c(C([H])([H])[H])o2)C(F)(F)F)N=N1	PAGVNKYBZAQWAL-AWEZNQCLSA-N	.
LDPC0548	C322	PAL-AfBPP Probe	146153068	Z4286591579	403.9	C19H22ClN5O3	95.4	664	2	28	2	5	8	InChI=1S/C19H22ClN5O3/c1-3-4-7-19(23-24-19)8-9-21-17(26)13-11-25(12-13)18(27)22-15-10-14(20)5-6-16(15)28-2/h1,5-6,10,13H,4,7-9,11-12H2,2H3,(H,21,26)(H,22,27)	COC1=C(C=C(C=C1)Cl)NC(=O)N2CC(C2)C(=O)NCCC3(N=N3)CCC#C	COC1=C(C=C(C=C1)Cl)NC(=O)N2CC(C2)C(=O)NCCC3(N=N3)CCC#C	LBQSMDYDTSDDHB-UHFFFAOYSA-N	3-N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-1-N-(5-chloro-2-methoxyphenyl)azetidine-1,3-dicarboxamide
LDPC0549	C323	PAL-AfBPP Probe	.	.	312.32	C14H18F2N4O2	96.91	312.1397823	1.3575	22	2	4	8	InChI=1S/C14H18F2N4O2/c1-2-3-5-14(19-20-14)6-4-10(21)18-13(12(17)22)7-9(8-13)11(15)16/h1,9,11H,3-8H2,(H2,17,22)(H,18,21)/t9-,13+	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])[C@]2(C(=O)N([H])[H])C([H])([H])[C@]([H])(C([H])(F)F)C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C2(C(=O)N([H])[H])C([H])([H])C([H])(C([H])(F)F)C2([H])[H])N=N1	MGYOGVJYMBLPJA-SWZMTVOYSA-N	.
LDPC0550	C326	PAL-AfBPP Probe	146153043	Z4286591177	363.32	C15H15F2N7O2	111	602	1	26	1	9	8	InChI=1S/C15H15F2N7O2/c1-3-4-5-15(21-22-15)6-7-18-14(25)10-11(9-8-24(2)23-19-9)20-26-12(10)13(16)17/h1,8,13H,4-7H2,2H3,(H,18,25)	CN1C=C(N=N1)C2=NOC(=C2C(=O)NCCC3(N=N3)CCC#C)C(F)F	CN1C=C(N=N1)C2=NOC(=C2C(=O)NCCC3(N=N3)CCC#C)C(F)F	JIXMAYBGGSARCF-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-5-(difluoromethyl)-3-(1-methyltriazol-4-yl)-1,2-oxazole-4-carboxamide
LDPC0551	C327	PAL-AfBPP Probe	146152575	Z4225919582	342.4	C18H22N4O3	91.2	670	1.3	25	1	5	7	InChI=1S/C18H22N4O3/c1-3-4-9-18(20-21-18)10-11-19-15(23)12(2)22-16(24)13-7-5-6-8-14(13)17(22)25/h1,5-6,12-14H,4,7-11H2,2H3,(H,19,23)	CC(C(=O)NCCC1(N=N1)CCC#C)N2C(=O)C3CC=CCC3C2=O	CC(C(=O)NCCC1(N=N1)CCC#C)N2C(=O)C3CC=CCC3C2=O	QBYQAGJOVQHEIW-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-(1,3-dioxo-3a,4,7,7a-tetrahydroisoindol-2-yl)propanamide
LDPC0552	C328	PAL-AfBPP Probe	146153077	Z4286591626	405.5	C21H23N7O2	111	728	2.6	30	1	7	7	InChI=1S/C21H23N7O2/c1-6-7-8-21(26-27-21)9-10-22-19(29)15-11-12(2)23-20-17(15)18(25-30-20)16-13(3)24-28(5)14(16)4/h1,11H,7-10H2,2-5H3,(H,22,29)	CC1=CC(=C2C(=NOC2=N1)C3=C(N(N=C3C)C)C)C(=O)NCCC4(N=N4)CCC#C	CC1=CC(=C2C(=NOC2=N1)C3=C(N(N=C3C)C)C)C(=O)NCCC4(N=N4)CCC#C	FLAPVVRHYVHNLV-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-6-methyl-3-(1,3,5-trimethylpyrazol-4-yl)-[1,2]oxazolo[5,4-b]pyridine-4-carboxamide
LDPC0553	C329	PAL-AfBPP Probe	146149779	.	398.511	C21H30N6O2	86.18	398.2430242	2.3036	29	1	6	8	InChI=1S/C21H30N6O2/c1-2-3-7-21(24-25-21)8-6-19(28)27-9-4-5-17(16-27)20-18(14-22-23-20)15-26-10-12-29-13-11-26/h1,14,17H,3-13,15-16H2,(H,22,23)/t17-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(c3c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])nn3[H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])(c3c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])nn3[H])C2([H])[H])N=N1	KCLHRHARRLDKCE-KRWDZBQOSA-N	.
LDPC0554	C331	PAL-AfBPP Probe	146152987	Z4282860534	347.4	C17H25N5O3	101	611	-0.5	25	1	6	7	InChI=1S/C17H25N5O3/c1-2-3-5-17(19-20-17)6-4-14(23)21-8-10-22(11-9-21)16(15(18)24)7-12-25-13-16/h1H,3-13H2,(H2,18,24)	C#CCCC1(N=N1)CCC(=O)N2CCN(CC2)C3(CCOC3)C(=O)N	C#CCCC1(N=N1)CCC(=O)N2CCN(CC2)C3(CCOC3)C(=O)N	UEIJUIVOQWOITM-UHFFFAOYSA-N	3-[4-[3-(3-but-3-ynyldiazirin-3-yl)propanoyl]piperazin-1-yl]oxolane-3-carboxamide
LDPC0555	C332	PAL-AfBPP Probe	.	.	372.473	C19H28N6O2	93.64	372.2273741	1.692	27	1	7	10	InChI=1S/C19H28N6O2/c1-4-5-11-19(22-23-19)12-10-17(26)20-15-9-7-6-8-14(15)13-16-21-25(3)18(27)24(16)2/h1,14-15H,5-13H2,2-3H3,(H,20,26)/t14-,15-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])c2nn(C([H])([H])[H])c(=O)n2C([H])([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])c2nn(C([H])([H])[H])c(=O)n2C([H])([H])[H])N=N1	HNJANVCOHKUTKM-GJZGRUSLSA-N	.
LDPC0556	C333	PAL-AfBPP Probe	146152932	Z4282859907	402.5	C20H26N4O3S	99.6	750	2.3	28	1	6	8	InChI=1S/C20H26N4O3S/c1-4-5-11-20(22-23-20)12-10-19(25)21-16(3)17-6-8-18(9-7-17)24-13-15(2)14-28(24,26)27/h1,6-9,15-16H,5,10-14H2,2-3H3,(H,21,25)	CC1CN(S(=O)(=O)C1)C2=CC=C(C=C2)C(C)NC(=O)CCC3(N=N3)CCC#C	CC1CN(S(=O)(=O)C1)C2=CC=C(C=C2)C(C)NC(=O)CCC3(N=N3)CCC#C	MKXSJSFCMJHSOG-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[1-[4-(4-methyl-1,1-dioxo-1,2-thiazolidin-2-yl)phenyl]ethyl]propanamide
LDPC0557	C334	PAL-AfBPP Probe	146152918	.	302.422	C17H26N4O	57.06	302.2106615	2.3311	22	1	4	9	InChI=1S/C17H26N4O/c1-4-5-10-17(19-20-17)11-7-15(22)18-13-12-14(21(2)3)16(13)8-6-9-16/h1,13-14H,5-12H2,2-3H3,(H,18,22)/t13-,14+/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])[C@]2([H])C([H])([H])[C@]([H])(N(C([H])([H])[H])C([H])([H])[H])C23C([H])([H])C([H])([H])C3([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C23C([H])([H])C([H])([H])C3([H])[H])N=N1	ZUOOVWNZSRBWEX-KGLIPLIRSA-N	.
LDPC0558	C335	PAL-AfBPP Probe	.	.	350.4	C15H18N4O4S	120.82	350.1048761	0.8639	24	2	6	9	InChI=1S/C15H18N4O4S/c1-3-5-6-15(18-19-15)7-8-16-13(20)12-9-11(10-17-14(12)21)24(22,23)4-2/h1,9-10H,4-8H2,2H3,(H,16,20)(H,17,21)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c(S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])n([H])c2=O)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c(S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])n([H])c2=O)N=N1	QXWVCOBXJKNZEK-UHFFFAOYSA-N	.
LDPC0559	C336	PAL-AfBPP Probe	146152976	.	306.41	C16H26N4O2	68.5	306.2055761	1.2572	22	1	5	10	InChI=1S/C16H26N4O2/c1-4-5-9-16(17-18-16)10-7-14(21)20-11-6-8-15(22,13-20)12-19(2)3/h1,22H,5-13H2,2-3H3/t15-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@](O[H])(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C2([H])[H])N=N1	RZJAVZCULVXNQQ-OAHLLOKOSA-N	.
LDPC0560	C337	PAL-AfBPP Probe	146149741	Z3426210900	312.4	C18H24N4O	68.8	575	2.4	23	0	4	8	InChI=1S/C18H24N4O/c1-3-5-8-17(15-19)11-13-22(14-12-17)16(23)7-10-18(20-21-18)9-6-4-2/h2-3H,1,5-14H2	C=CCCC1(CCN(CC1)C(=O)CCC2(N=N2)CCC#C)C#N	C=CCCC1(CCN(CC1)C(=O)CCC2(N=N2)CCC#C)C#N	NFSMRPXBKQJKTC-UHFFFAOYSA-N	4-but-3-enyl-1-[3-(3-but-3-ynyldiazirin-3-yl)propanoyl]piperidine-4-carbonitrile
LDPC0561	C338	PAL-AfBPP Probe	146149816	Z3433405262	388.4	C21H20N6O2	99	722	2.1	29	2	5	7	InChI=1S/C21H20N6O2/c1-3-4-8-21(25-26-21)9-10-22-19(28)15-7-5-6-14(11-15)16-12-17-18(23-13-16)24-20(29)27(17)2/h1,5-7,11-13H,4,8-10H2,2H3,(H,22,28)(H,23,24,29)	CN1C2=C(NC1=O)N=CC(=C2)C3=CC(=CC=C3)C(=O)NCCC4(N=N4)CCC#C	CN1C2=C(NC1=O)N=CC(=C2)C3=CC(=CC=C3)C(=O)NCCC4(N=N4)CCC#C	SUZJGYMLRHKTBJ-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-3-(1-methyl-2-oxo-3H-imidazo[4,5-b]pyridin-6-yl)benzamide
LDPC0562	C339	PAL-AfBPP Probe	146152651	Z4225969224	344.31	C17H14F2N4O2	79.8	570	3.1	25	1	7	7	InChI=1S/C17H14F2N4O2/c1-2-3-6-17(22-23-17)7-8-20-16(24)14-10-15(25-21-14)12-9-11(18)4-5-13(12)19/h1,4-5,9-10H,3,6-8H2,(H,20,24)	C#CCCC1(N=N1)CCNC(=O)C2=NOC(=C2)C3=C(C=CC(=C3)F)F	C#CCCC1(N=N1)CCNC(=O)C2=NOC(=C2)C3=C(C=CC(=C3)F)F	USAHAJRHVNJJOD-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-5-(2,5-difluorophenyl)-1,2-oxazole-3-carboxamide
LDPC0563	C340	PAL-AfBPP Probe	146152963	.	372.473	C19H28N6O2	87.19	372.2273741	2.7539	27	0	7	11	InChI=1S/C19H28N6O2/c1-5-6-8-19(22-23-19)9-7-16(26)25-12-10-24(11-13-25)15(4)18-20-17(14(2)3)21-27-18/h1,14-15H,6-13H2,2-4H3/t15-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N([C@]([H])(c3nc(C([H])(C([H])([H])[H])C([H])([H])[H])no3)C([H])([H])[H])C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N(C([H])(c3nc(C([H])(C([H])([H])[H])C([H])([H])[H])no3)C([H])([H])[H])C([H])([H])C2([H])[H])N=N1	VOHGZVSEJFPIAA-HNNXBMFYSA-N	.
